Service ID,Customer ID,Count_serv,Quarter_serv,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Status ID,Count_status,Quarter_status,Satisfaction Score,Customer Status,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason,Count_demo,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Location ID,Count_loc,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,ID,Population,segment
ZGNCUOKLB1279,1371-OJCEK,1,Q3,No,0,48,nan,Yes,13.67,Yes,No,nan,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24.35,1133.7,0.0,0,656.16,1789.86,EMWRJG7988,1,Q3,5,Stayed,No,0,70,4200,nan,nan,1,Female,25,Yes,No,No,No,0,JASUSJ6443,1,United States,California,Standish,96128,"40.346634, -120.386422",40.346634,-120.386422,1656,408.0,occasional_defaulter
TSAYTZMEO2228,4999-IEZLT,1,Q3,No,0,66,nan,No,0.0,No,Yes,Cable,15,No,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,29.45,1983.15,0.0,0,0.0,1983.15,YCYJGD4247,1,Q3,3,Stayed,No,0,55,5112,nan,nan,1,Male,45,No,No,No,No,0,VFNCBE8962,1,United States,California,Susanville,96130,"40.559177, -120.612113",40.559177,-120.612113,1657,350.0,critical
CVZTAUEMK1154,8883-ANODQ,1,Q3,Yes,3,68,nan,Yes,24.94,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,84.4,5746.75,0.0,0,1695.92,7442.67,INPYKZ1612,1,Q3,5,Stayed,No,0,34,5045,nan,nan,1,Female,44,No,No,Yes,Yes,1,ZXYWVX8227,1,United States,California,Termo,96132,"41.027281, -120.669427",41.027281,-120.669427,1658,72.0,critical
ZTVZJMCVY9142,2351-RRBUE,1,Q3,Yes,2,7,Offer E,Yes,41.64,No,No,nan,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,20.65,134.05,0.0,0,291.48,425.53,TDFYRN7974,1,Q3,4,Stayed,No,0,70,3575,nan,nan,1,Female,20,Yes,No,Yes,No,0,OYHPCG7976,1,United States,California,Tulelake,96134,"41.813521, -121.492666",41.813521,-121.492666,1660,350.0,occasional_defaulter
ULTFHWHAN7639,5980-BDHPY,1,Q3,Yes,5,72,nan,Yes,12.02,Yes,Yes,Cable,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,87.1,6230.1,0.0,0,865.44,7095.54,ACSLYG8424,1,Q3,3,Stayed,No,0,76,5993,nan,nan,1,Male,48,No,No,Yes,No,0,XDYAQN1158,1,United States,California,Wendel,96136,"40.345949, -120.081187",40.345949,-120.081187,1661,162.0,critical
WUZDRQEYY5232,1498-DQNRX,1,Q3,No,0,29,nan,Yes,5.69,No,No,nan,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.85,573.05,0.0,0,165.01,738.06,WHTUVY5361,1,Q3,4,Stayed,No,0,59,2712,nan,nan,1,Female,46,No,No,Yes,No,0,UISUIX6628,1,United States,California,Westwood,96137,"40.271535, -121.018087",40.271535,-121.018087,1662,350.0,occasional_defaulter
HHXFQEGQW3112,9469-WEJBT,1,Q3,Yes,4,37,nan,Yes,6.99,No,Yes,Fiber Optic,22,No,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.35,3419.3,0.0,150,258.63,3827.93,NSRFOP2554,1,Q3,3,Stayed,No,0,76,3347,nan,nan,1,Male,56,No,No,Yes,No,0,BFUING8945,1,United States,California,Carnelian Bay,96140,"39.227434, -120.091806",39.227434,-120.091806,1663,350.0,habitual_defaulter
QVSRSGKWV1642,2581-VKIRT,1,Q3,Yes,6,59,nan,Yes,14.49,Yes,Yes,Cable,25,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Mailed Check,65.5,3801.3,0.0,0,854.91,4656.21,ISMGFQ2586,1,Q3,3,Stayed,No,0,35,5631,nan,nan,1,Female,57,No,No,Yes,No,0,ELHNJI5364,1,United States,California,Kings Beach,96143,"39.246654, -120.029273",39.246654,-120.029273,1666,350.0,critical
OSMYENLLX8854,2851-MMUTZ,1,Q3,No,0,27,nan,Yes,1.31,No,Yes,Cable,53,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,56.15,1439.35,0.0,0,35.37,1474.72,JIIMDW9421,1,Q3,3,Stayed,No,0,69,3056,nan,nan,1,Female,29,Yes,No,No,No,0,ULKYJF3896,1,United States,California,Tahoe Vista,96148,"39.24124, -120.054765",39.24124,-120.054765,1669,678.0,occasional_defaulter
ETSNZBTAR1271,3307-TLCUD,1,Q3,Yes,1,17,nan,No,0.0,No,Yes,Cable,10,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,34.4,592.75,0.0,0,0.0,592.75,BUMXFG9155,1,Q3,3,Stayed,No,0,45,4207,nan,nan,1,Male,36,No,No,Yes,No,0,XICLHN5817,1,United States,California,Los Angeles,90001,"33.973616, -118.24902",33.973616,-118.24902,1,350.0,occasional_defaulter
DABJTKASF6282,6625-FLENO,1,Q3,Yes,9,58,nan,Yes,18.68,No,No,nan,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.75,1185.95,0.0,0,1083.44,2269.39,SDMHDL3866,1,Q3,5,Stayed,No,0,20,4927,nan,nan,1,Male,31,No,No,Yes,No,0,RLAZFG2256,1,United States,California,Los Angeles,90002,"33.949255, -118.246978",33.949255,-118.246978,2,350.0,critical
LSNEEDNND3393,2967-MXRAV,1,Q3,Yes,9,1,nan,Yes,43.57,No,No,nan,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,18.8,18.8,0.0,0,43.57,62.37,APQVHQ4316,1,Q3,3,Joined,No,0,51,5160,nan,nan,1,Male,29,Yes,No,Yes,No,0,XAYCOL8985,1,United States,California,Los Angeles,90003,"33.964131, -118.272783",33.964131,-118.272783,3,350.0,critical
KZYBUYXUX5483,8189-HBVRW,1,Q3,No,0,53,nan,Yes,2.51,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,90.8,4921.2,0.0,60,133.03,5114.23,MVDWNZ2644,1,Q3,3,Stayed,No,0,20,5249,nan,nan,1,Female,50,No,No,No,No,0,FEOAAE7525,1,United States,California,Los Angeles,90005,"34.059281, -118.30742",34.059281,-118.30742,5,350.0,critical
ERBJKKEZB3569,4163-KIUHY,1,Q3,No,0,35,nan,Yes,39.84,Yes,No,nan,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.6,901.25,0.0,0,1394.4,2295.65,UGXSPZ6641,1,Q3,4,Stayed,No,0,56,2980,nan,nan,1,Male,21,Yes,No,No,No,0,GGGTME8348,1,United States,California,Los Angeles,90006,"34.048013, -118.293953",34.048013,-118.293953,6,350.0,critical
EKSUQYVGF8152,3500-NSDOA,1,Q3,Yes,1,68,nan,Yes,11.12,Yes,Yes,Cable,10,No,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,70.8,4859.95,0.0,0,756.16,5616.11,LJCFZP3761,1,Q3,4,Stayed,No,0,61,5540,nan,nan,1,Male,35,No,No,Yes,No,0,OFOBFV8526,1,United States,California,Los Angeles,90008,"34.008293, -118.346766",34.008293,-118.346766,8,350.0,critical
EGCJWADRD8149,1171-TYKUR,1,Q3,Yes,1,47,nan,Yes,10.07,Yes,No,nan,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,25.4,1139.2,0.0,0,473.29,1612.49,BJRWMI3952,1,Q3,3,Stayed,No,0,33,3159,nan,nan,1,Male,20,Yes,No,Yes,No,0,YFMBQA3196,1,United States,California,Los Angeles,90010,"34.062125, -118.315709",34.062125,-118.315709,9,350.0,critical
LMPFXRRVH9971,1219-NNDDO,1,Q3,No,0,9,Offer E,Yes,42.41,Yes,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.85,663.55,0.0,0,381.69,1045.24,VUBPEP7656,1,Q3,5,Stayed,No,0,38,4834,nan,nan,1,Female,51,No,No,No,No,0,DLTAKL7967,1,United States,California,Los Angeles,90015,"34.039224, -118.266293",34.039224,-118.266293,14,350.0,critical
NIHWVFLOH8292,8388-DMKAE,1,Q3,No,0,8,Offer E,Yes,15.86,No,No,nan,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,20.25,174.65,0.0,0,126.88,301.53,WWEAYO3465,1,Q3,5,Stayed,No,0,37,2653,nan,nan,1,Female,41,No,No,No,No,0,OBMXDI7573,1,United States,California,Los Angeles,90016,"34.028331, -118.354338",34.028331,-118.354338,15,350.0,occasional_defaulter
WOJMHWOMA9191,4403-BWPAY,1,Q3,No,0,14,nan,Yes,33.5,Yes,No,nan,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,24.8,321.7,0.0,0,469.0,790.7,DWGHHO2717,1,Q3,4,Stayed,No,0,22,4527,nan,nan,1,Male,40,No,No,No,No,0,LLZPEF3639,1,United States,California,Los Angeles,90017,"34.052842, -118.264495",34.052842,-118.264495,16,350.0,critical
MLFZUUTKB3583,9659-QEQSY,1,Q3,No,0,45,nan,Yes,33.73,Yes,Yes,Fiber Optic,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,115.65,5125.5,0.0,0,1517.85,6643.35,IUQGRP7968,1,Q3,3,Stayed,No,0,75,3974,nan,nan,1,Female,26,Yes,No,No,No,0,HDROLM5613,1,United States,California,Los Angeles,90018,"34.028735, -118.317236",34.028735,-118.317236,17,350.0,critical
LTUFYCWRD4892,5405-ZMYXQ,1,Q3,No,0,8,Offer E,Yes,1.28,Yes,Yes,Fiber Optic,42,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.6,548.9,0.0,0,10.24,559.14,KVGMSJ8365,1,Q3,5,Stayed,No,0,57,2142,nan,nan,1,Female,21,Yes,No,No,No,0,XIHIDP2788,1,United States,California,Los Angeles,90019,"34.049841, -118.33846",34.049841,-118.33846,18,350.0,critical
FFEMBYNIY1949,1442-OKRJE,1,Q3,Yes,7,66,nan,Yes,39.45,No,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.15,7031.3,0.0,0,2603.7,9635.0,XAEGNX8962,1,Q3,4,Stayed,No,0,80,4663,nan,nan,1,Male,40,No,No,Yes,Yes,2,AQVSWW9612,1,United States,California,Los Angeles,90021,"34.029043, -118.239504",34.029043,-118.239504,20,350.0,critical
CYIZJZYVS1767,4737-AQCPU,1,Q3,Yes,5,72,nan,Yes,42.55,Yes,Yes,DSL,18,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,72.1,5016.65,0.0,0,3063.6,8080.25,DFFTSW9423,1,Q3,3,Stayed,No,0,42,4658,nan,nan,1,Male,39,No,No,Yes,No,0,MBQVVO3283,1,United States,California,Los Angeles,90022,"34.02381, -118.156582",34.02381,-118.156582,21,350.0,critical
UMWCUFSZU5121,2808-CHTDM,1,Q3,Yes,4,23,nan,Yes,35.86,Yes,No,nan,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,25.1,611.45,0.0,0,824.78,1436.23,RESDSR7343,1,Q3,5,Stayed,No,0,67,2267,nan,nan,1,Female,47,No,No,Yes,Yes,2,GBNJMQ5547,1,United States,California,Los Angeles,90024,"34.066303, -118.435479",34.066303,-118.435479,23,350.0,occasional_defaulter
OTWMAEDOU3628,0793-TWELN,1,Q3,No,0,4,Offer E,Yes,6.5,Yes,Yes,Fiber Optic,73,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.15,319.85,0.0,0,26.0,345.85,BGTJFL1827,1,Q3,3,Stayed,No,0,62,2841,nan,nan,1,Female,27,Yes,No,No,No,0,YWFMYD4328,1,United States,California,Los Angeles,90026,"34.078991, -118.263804",34.078991,-118.263804,25,350.0,occasional_defaulter
VNTIEVGXH1131,3283-WCWXT,1,Q3,Yes,8,6,Offer E,Yes,31.73,Yes,No,nan,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,25.4,153.3,0.0,0,190.38,343.68,DELERG6979,1,Q3,3,Stayed,No,0,52,2882,nan,nan,1,Male,58,No,No,Yes,Yes,3,JTDDRA5543,1,United States,California,Los Angeles,90027,"34.127194, -118.295647",34.127194,-118.295647,26,350.0,critical
TKKLLWVCV3723,5451-MHQOF,1,Q3,Yes,7,56,nan,Yes,32.93,Yes,No,nan,0,No,No,No,No,No,No,No,No,One Year,Yes,Mailed Check,24.45,1431.65,0.0,0,1844.08,3275.73,QUFCPU4873,1,Q3,3,Stayed,No,0,78,5623,nan,nan,1,Male,64,No,No,Yes,No,0,IEWUVB9512,1,United States,California,Los Angeles,90031,"34.085807, -118.206617",34.085807,-118.206617,29,350.0,critical
FSUNBHJBE9794,4836-WNFNO,1,Q3,Yes,7,72,nan,Yes,39.98,Yes,No,nan,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.0,1849.2,0.0,0,2878.56,4727.76,QOUHQK1122,1,Q3,4,Stayed,No,0,35,6126,nan,nan,1,Female,56,No,No,Yes,No,0,ETOYQF8824,1,United States,California,Los Angeles,90032,"34.078821, -118.177576",34.078821,-118.177576,30,350.0,critical
RKTYSBZDR1676,9225-BZLNZ,1,Q3,Yes,9,72,nan,Yes,16.58,Yes,Yes,DSL,30,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,85.25,6083.1,0.0,0,1193.76,7276.86,HONPXI2856,1,Q3,3,Stayed,No,0,52,6275,nan,nan,1,Male,64,No,No,Yes,No,0,GCGPLU4893,1,United States,California,Los Angeles,90033,"34.050198, -118.210946",34.050198,-118.210946,31,350.0,critical
EHQWJLEQI2569,0354-VXMJC,1,Q3,Yes,10,23,nan,Yes,34.04,No,No,nan,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.6,426.65,0.0,0,782.92,1209.57,ARDIGK4717,1,Q3,5,Stayed,No,0,35,4617,nan,nan,1,Male,60,No,No,Yes,Yes,3,IUPULI3951,1,United States,California,Los Angeles,90034,"34.030578, -118.399613",34.030578,-118.399613,32,350.0,critical
TECLXXCMS2964,4422-QVIJA,1,Q3,No,0,35,nan,Yes,38.82,Yes,Yes,DSL,19,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,50.15,1655.35,0.0,130,1358.7,3144.05,PFNTFR6891,1,Q3,3,Stayed,No,0,74,5879,nan,nan,1,Female,52,No,No,No,Yes,1,CPMTMV4731,1,United States,California,Los Angeles,90035,"34.051809, -118.383843",34.051809,-118.383843,33,350.0,critical
RQTREOPZI3549,8332-OSJDW,1,Q3,Yes,5,12,nan,Yes,45.15,Yes,No,nan,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,26.4,314.95,0.0,0,541.8,856.75,CAPACO3738,1,Q3,4,Stayed,No,0,65,3277,nan,nan,1,Male,54,No,No,Yes,No,0,OQQWVL5847,1,United States,California,Los Angeles,90038,"34.088017, -118.327168",34.088017,-118.327168,36,350.0,occasional_defaulter
QNHSNQFZQ5258,4735-BJKOU,1,Q3,No,0,40,nan,Yes,8.36,No,No,nan,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,20.15,804.85,0.0,0,334.4,1139.25,WHERRI7747,1,Q3,5,Stayed,No,0,64,3915,nan,nan,1,Female,33,No,No,No,No,0,QIYECK4691,1,United States,California,Los Angeles,90039,"34.110845, -118.259595",34.110845,-118.259595,37,350.0,occasional_defaulter
PKRBCFYAW8432,0274-JKUJR,1,Q3,Yes,9,7,Offer E,No,0.0,No,Yes,Cable,47,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,58.85,465.7,0.0,0,0.0,465.7,WLWTAT2279,1,Q3,3,Stayed,No,0,76,3332,nan,nan,1,Male,21,Yes,No,Yes,Yes,2,YFIAZS8484,1,United States,California,Los Angeles,90040,"33.994524, -118.149953",33.994524,-118.149953,38,350.0,habitual_defaulter
OSBRPVZXR6834,5740-YHGTW,1,Q3,Yes,8,70,nan,Yes,32.38,Yes,Yes,Fiber Optic,53,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,97.55,6669.05,0.0,0,2266.6,8935.65,YKSRXE1972,1,Q3,4,Stayed,No,0,49,4551,nan,nan,1,Male,62,No,No,Yes,Yes,3,CXVVJP9166,1,United States,California,Los Angeles,90041,"34.137412, -118.207607",34.137412,-118.207607,39,350.0,critical
SZVNHBWTA8873,8917-SZTTJ,1,Q3,Yes,7,60,nan,Yes,21.98,No,No,nan,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.65,1161.75,0.0,0,1318.8,2480.55,QLMDUH4828,1,Q3,5,Stayed,No,0,50,6315,nan,nan,1,Male,31,No,No,Yes,Yes,1,OFHAQE1117,1,United States,California,Los Angeles,90042,"34.11572, -118.192754",34.11572,-118.192754,40,350.0,critical
KKFDVVUZR5593,1696-MZVAU,1,Q3,Yes,8,39,nan,No,0.0,No,Yes,DSL,48,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,25.25,947.75,0.0,0,0.0,947.75,VUJIUA3355,1,Q3,3,Stayed,No,0,21,4259,nan,nan,1,Male,27,Yes,No,Yes,No,0,SSYGZN1875,1,United States,California,Los Angeles,90043,"33.988543, -118.334081",33.988543,-118.334081,41,350.0,occasional_defaulter
OLBOLWKVQ3629,7359-WWYJV,1,Q3,Yes,5,72,nan,Yes,6.29,Yes,Yes,Fiber Optic,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,114.45,8375.05,0.0,0,452.88,8827.93,BOODGR9936,1,Q3,4,Stayed,No,0,53,6274,nan,nan,1,Male,53,No,No,Yes,No,0,RXKRBW3476,1,United States,California,Los Angeles,90044,"33.952714, -118.292061",33.952714,-118.292061,42,350.0,critical
SDXEPKRNO3747,4906-ZHGPK,1,Q3,Yes,3,54,nan,Yes,48.45,Yes,Yes,DSL,28,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,70.7,3770.0,0.0,0,2616.3,6386.3,QUNFCQ3346,1,Q3,3,Stayed,No,0,77,5276,nan,nan,1,Male,49,No,No,Yes,No,0,VZFAWJ7525,1,United States,California,Los Angeles,90046,"34.108455, -118.362081",34.108455,-118.362081,44,350.0,critical
ZNXUKWTHO9939,3795-GWTRD,1,Q3,Yes,7,63,nan,Yes,6.33,No,Yes,Cable,30,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,75.55,4707.85,0.0,0,398.79,5106.64,DFMJUR2625,1,Q3,4,Stayed,No,0,64,4626,nan,nan,1,Female,58,No,No,Yes,No,0,GWEXMJ7168,1,United States,California,Los Angeles,90048,"34.072945, -118.37267",34.072945,-118.37267,46,350.0,occasional_defaulter
LKZYQRSVV4255,1298-PHBTI,1,Q3,Yes,9,71,nan,Yes,33.67,Yes,Yes,Fiber Optic,75,No,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,84.8,6152.4,0.0,0,2390.57,8542.97,GFNDUO7683,1,Q3,3,Stayed,No,0,43,5952,nan,nan,1,Male,40,No,No,Yes,Yes,3,KGASVQ3561,1,United States,California,Los Angeles,90049,"34.091829, -118.491244",34.091829,-118.491244,47,350.0,critical
TVSQFXKJO6297,6223-DHJGV,1,Q3,No,0,42,nan,Yes,23.25,No,No,nan,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.65,958.1,0.0,0,976.5,1934.6,JMXCBP4696,1,Q3,4,Stayed,No,0,49,5956,nan,nan,1,Female,56,No,No,No,No,0,XRSWRA2696,1,United States,California,Los Angeles,90056,"33.987945, -118.370442",33.987945,-118.370442,48,350.0,critical
IOVAELNYA2112,6961-MJKBO,1,Q3,No,0,47,nan,Yes,6.61,No,No,nan,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.45,943.0,0.0,0,310.67,1253.67,YFYNVY7131,1,Q3,4,Stayed,No,0,72,4342,nan,nan,1,Male,27,Yes,No,No,No,0,SLXFVE1658,1,United States,California,Los Angeles,90057,"34.061918, -118.277939",34.061918,-118.277939,49,350.0,occasional_defaulter
EXVPBXTBL9379,8158-WPEZG,1,Q3,No,0,11,nan,No,0.0,No,Yes,DSL,73,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,35.65,425.1,0.0,0,0.0,425.1,UPECWQ7636,1,Q3,4,Stayed,No,0,61,4986,nan,nan,1,Male,20,Yes,No,No,No,0,KVSKBN8844,1,United States,California,Los Angeles,90061,"33.92128, -118.274186",33.92128,-118.274186,52,350.0,critical
KJJYEMQCP1886,0727-BNRLG,1,Q3,No,0,69,Offer A,Yes,49.35,Yes,Yes,Fiber Optic,30,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,97.65,6743.55,0.0,0,3405.15,10148.7,PSWRMF7625,1,Q3,3,Stayed,No,0,20,5709,nan,nan,1,Male,41,No,No,No,No,0,MKRWHG7957,1,United States,California,Los Angeles,90064,"34.037251, -118.423573",34.037251,-118.423573,55,350.0,critical
ICMWRNTTX4237,6435-SRWBJ,1,Q3,No,0,5,Offer E,Yes,29.74,Yes,Yes,Fiber Optic,42,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,82.75,417.75,0.0,0,148.7,566.45,PFBHIO7382,1,Q3,4,Stayed,No,0,36,5269,nan,nan,1,Female,21,Yes,No,No,No,0,BDKGIK4568,1,United States,California,Los Angeles,90068,"34.137411, -118.328915",34.137411,-118.328915,59,350.0,critical
CMPMBTWNW2848,9964-WBQDJ,1,Q3,Yes,1,71,Offer A,Yes,24.72,Yes,No,nan,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.4,1725.4,0.0,0,1755.12,3480.52,IJMCQN5764,1,Q3,5,Stayed,No,0,56,4412,nan,nan,1,Female,19,Yes,No,Yes,No,0,TAEVQI6216,1,United States,California,West Hollywood,90069,"34.093781, -118.381061",34.093781,-118.381061,60,350.0,critical
BQNFFSZSY4366,6303-KFWSL,1,Q3,No,0,29,nan,Yes,39.35,Yes,Yes,DSL,69,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,55.25,1620.2,0.0,0,1141.15,2761.35,LJDHQD1953,1,Q3,4,Stayed,No,0,55,5481,nan,nan,1,Female,28,Yes,No,No,No,0,QHPPTY4127,1,United States,California,Los Angeles,90071,"34.052917, -118.255178",34.052917,-118.255178,61,21.0,critical
ZDYOMKGGD6752,1702-CCFNJ,1,Q3,Yes,3,52,nan,Yes,44.65,Yes,Yes,Cable,3,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,61.35,3169.55,0.0,0,2321.8,5491.35,LRWCYP2427,1,Q3,3,Stayed,No,0,49,4729,nan,nan,1,Male,39,No,No,Yes,No,0,IWFVLY9415,1,United States,California,Los Angeles,90077,"34.102084, -118.451629",34.102084,-118.451629,62,350.0,critical
ESVUPCEAM9742,8932-CZHRQ,1,Q3,No,0,68,Offer A,Yes,20.29,Yes,Yes,DSL,29,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,76.75,5233.25,0.0,0,1379.72,6612.97,TUQVIJ1265,1,Q3,4,Stayed,No,0,33,5395,nan,nan,1,Male,40,No,No,No,No,0,KPGBKB9948,1,United States,California,Bell,90201,"33.970343, -118.171368",33.970343,-118.171368,63,350.0,critical
YUXXBTYDD9541,0386-CWRGM,1,Q3,Yes,9,46,nan,Yes,47.5,No,No,nan,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.4,967.85,0.0,0,2185.0,3152.85,GHBMEK2646,1,Q3,4,Stayed,No,0,47,2320,nan,nan,1,Female,61,No,No,Yes,Yes,1,QLJLBB1948,1,United States,California,Beverly Hills,90210,"34.099891, -118.414338",34.099891,-118.414338,64,350.0,critical
ZKYMFROPY4952,5515-RUGKN,1,Q3,No,0,8,nan,Yes,30.53,No,Yes,DSL,26,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,54.75,438.05,0.0,0,244.24,682.29,UEYNEW8468,1,Q3,5,Stayed,No,0,53,5317,nan,nan,1,Male,63,No,No,No,No,0,ALGNEJ2743,1,United States,California,Beverly Hills,90211,"34.063947, -118.383001",34.063947,-118.383001,65,350.0,critical
YUSXPVTJG5587,0404-AHASP,1,Q3,Yes,10,72,Offer A,Yes,27.97,No,No,nan,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.7,1421.9,0.0,0,2013.84,3435.74,LGZRWN5159,1,Q3,3,Stayed,No,0,36,6436,nan,nan,1,Male,23,Yes,No,Yes,No,0,TEQGXG3843,1,United States,California,Beverly Hills,90212,"34.062095, -118.401508",34.062095,-118.401508,66,350.0,critical
RNUBJYGPN6762,7279-NMVJC,1,Q3,No,0,17,nan,Yes,25.62,No,No,nan,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.9,323.15,0.0,0,435.54,758.69,LGKVQH4659,1,Q3,4,Stayed,No,0,70,2093,nan,nan,1,Female,38,No,No,No,No,0,FGMDYG6234,1,United States,California,Compton,90220,"33.88151, -118.234451",33.88151,-118.234451,67,350.0,occasional_defaulter
KBFSECBCC5683,2081-VEYEH,1,Q3,No,0,3,Offer E,Yes,12.66,No,Yes,Fiber Optic,28,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,107.95,318.6,0.0,0,37.98,356.58,NBDZJL2418,1,Q3,3,Joined,No,0,70,5653,nan,nan,1,Male,42,No,No,No,No,0,HEUIPN8911,1,United States,California,Compton,90221,"33.885811, -118.206459",33.885811,-118.206459,68,350.0,occasional_defaulter
HTESEUXTI1489,9060-HJJRW,1,Q3,No,0,51,nan,No,0.0,No,Yes,DSL,24,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,56.4,2928.5,0.0,0,0.0,2928.5,MXGAHT9864,1,Q3,4,Stayed,No,0,62,4380,nan,nan,1,Female,52,No,No,No,No,0,NGRDYX5186,1,United States,California,Culver City,90232,"34.019323, -118.391902",34.019323,-118.391902,71,350.0,occasional_defaulter
USCKNKDDZ4223,2587-YNLES,1,Q3,Yes,4,6,Offer E,Yes,25.05,No,No,nan,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.1,100.35,0.0,0,150.3,250.65,VXNRRP2839,1,Q3,4,Stayed,No,0,42,5874,nan,nan,1,Female,52,No,No,Yes,Yes,1,JFWBSQ1938,1,United States,California,Downey,90240,"33.956228, -118.120993",33.956228,-118.120993,72,350.0,critical
